Title,Authors,Year,Citations,Categories
A Graph Neural Network Multi-Task Learning-Based Approach for Detection and Localization of Cyberattacks in Smart Grids,"Takiddin, A.; Atat, R.; Ismail, M.; Davis, K.; Serpedin, E.; IEEE; IEEE Signal Processing Society",2023,0,General
Cyber-Physical GNN-Based Intrusion Detection in Smart Power Grids,"Sweeten, J.; Takiddin, A.; Ismail, M.; Refaat, S.S.; Atat, R.",2023,0,General
End-to-end deep graph convolutional neural network approach for intentional islanding in power systems considering load-generation balance,"Sun, Z.; Spyridis, Y.; Lagkas, T.; Sesis, A.; Efstathopoulos, G.; Sarigiannidis, P.",2021,0,General
An ultra-fast optimization algorithm for unit commitment based on neural branching,"Sun, Y.; Wu, J.; Zhang, G.; Zhang, L.; Li, R.",2023,0,General
Battery Swapping Dispatch for Self-Sustained Highway Energy System Based on Spatiotemporal Deep-Learning Traffic Flow Prediction,"Sun, Y.; Li, Y.; Borozan, S.; Wang, G.; Qiu, J.; Strbac, G.",2024,0,General
Research on Carbon Traceability of Power System Based on Blockchain and Power Flow Calculation under Carbon Peaking and Carbon Neutrality Goals,"Sun, H.; Yang, C.; Li, T.; Song, J.; Lei, Z.; Zhang, Y.; Liu, Y.; Hou, Y.; IEEE",2022,0,General
Smart grid power load type forecasting: research on optimization methods of deep learning models,"Sun, H.; Ren, Y.; Wang, S.; Zhao, B.; Yin, R.",2023,0,General
A Data Retrieval Method Based on AGCN-WGAN,"Sun, G.; Peng, G.; Tian, X.; Li, L.; Zhao, Y.; Wang, Y.",2024,0,General
Graph Neural Network-Based Short‑Term Load Forecasting with Temporal Convolution,"Sun, C.; Ning, Y.; Shen, D.; Nie, T.",2023,0,General
Graph Learning Empowered Situation Awareness in Internet of Energy With Graph Digital Twin,"Sui, L.; Guan, X.; Cui, C.; Jiang, H.; Pan, H.; Ohtsuki, T.",2023,0,General
Short-term load forecasting of regional integrated energy system based on spatio-temporal convolutional graph neural network,"Su, Z.; Zheng, G.; Hu, M.; Kong, L.; Wang, G.",2024,0,General
A Short-term PV Power Forecasting Method based on NWP Correction Considering Meteorological Coupling Correlation,"Su, Y.; Sun, Y.; Yang, H.; Ren, H.; Zhen, Z.; Wang, F.",2023,0,General
Multi-task Transient Contingency Screening with Temporal Graph Convolutional Network in Power Systems,"Su, Y.; Huang, J.; Yao, H.; Guan, L.; Guo, M.; Zhong, Z.",2021,0,General
Power System Small-signal Stability Assessment Model Based on Residual Graph Convolutional Networks,"Su, Y.; Guo, M.; Yao, H.; Guan, L.; Huang, J.; Zhu, S.; Zhong, Z.",2021,0,General
DAMGAT Based Interpretable Detection of False Data Injection Attacks in Smart Grids,"Su, X.; Deng, C.; Yang, J.; Li, F.; Li, C.; Fu, Y.; Dong, Z.Y.",2024,0,General
Application of Physics-based Graph Convolutional Network in Real-time State Estimation of Under-determined Distribution Grids,"Stock, S.; Dressel, M.; Babazadeh, D.; Becker, C.",2022,0,General
Learning to Predict Security Constraints for Large-Scale Unit Commitment Problems,"Sterzinger, R.; Poland, J.; Paulus, M.B.; Chételat, D.; ENEDIS; et al.; GreenAlp; Le Reseau de Transport d'electricite (RTE); Schneider Electric; Think Smartgrids",2023,0,General
Graph-based Large Scale Probabilistic PV Power Forecasting Insensitive to Space-Time Missing Data,"Song, K.; Kim, M.; Kim, H.",2024,0,General
Interpretable temporal-spatial graph attention network for multi-site PV power forecasting,"Simeunović, J.; Schubnel, B.; Alet, P.-J.; Carrillo, R.E.; Frossard, P.",2022,0,General
Load Forecasting of Electric Vehicle Charging Stations: Attention Based Spatiotemporal Multi-Graph Convolutional Networks,"Shi, J.; Zhang, W.; Bao, Y.; Gao, D.W.; Wang, Z.",2024,0,General
Integrated advance assessment of power system transient voltage and transient angle stability based on two-stage ensemble spatio-temporal graph neural network,"Shi, F.; Wu, J.; Wang, Y.; Li, L.; Zheng, Y.",2023,0,General
Graph Convolutional Networks for probabilistic power system operational planning,"Sheikh-Mohamed, Y.B.; Jakobsen, S.H.; Bødal, E.F.; Haugseth, F.M.; Kiel, E.S.; Riemer-Sørensen, S.; DIG Silent; EMTP; et al.; Opal-RT Technologies; RTDS Technologies; Saturn Electric",2023,0,General
Fault location estimation of power grid using graph attention networks,"Shan, P.; Han, L.; Lei, M.; Pan, R.; Zhao, Y.; Li, Y.; Academic Exchange Information Centre (AEIC); Hohai University",2024,0,General
Review and Comparative Analysis of Deep Learning Techniques for Smart Grid Load Forecasting,"Shahinzadeh, H.; Sadrarhami, H.; Hayati, M.M.; Majidi-Gharehnaz, H.; Abapour, M.; Gharehpetian, G.B.",2024,0,General
Data-driven approach to form energy-resilient microgrids with identification of vulnerable nodes in active electrical distribution network,"Reddy, D.M.; Dwivedi, D.; Yemula, P.K.; Pal, M.",2023,0,General
Hybrid LSTM-Graph Convolutional Neural Network with Wavelet Transform and Correlation Analysis for Electrical Demand Forecasting,"Rawal, K.; Ahmad, A.",2024,0,General
Multi-Edge Graph Convolutional Networks for Power Systems,"Ravi, A.; Bai, L.; Ding, F.; Wang, H.",2024,0,General
ENERGY EXCHANGE PROCESS FOR SMART GRID BASED ON INTEGRATING BLOCKCHAIN WITH GCN-LSTM,"Rao, V.S.; Anjum, A.; Mary, S.S.C.; Aqeel, I.; Koteswari, S.; Khan, S.A.; Rengarajan, M.",2023,0,General
Localization of dummy data injection attacks in power systems considering incomplete topological information: A spatio-temporal graph wavelet convolutional neural network approach,"Qu, Z.; Dong, Y.; Li, Y.; Song, S.; Jiang, T.; Li, M.; Wang, Q.; Wang, L.; Bo, X.; Zang, J.; Xu, Q.",2024,0,General
A Knowledge-Graph-Driven Method for Intelligent Decision Making on Power Communication Equipment Faults,"Qu, H.; Zhang, Y.; Liang, K.; Li, S.; Huo, X.",2023,0,General
Load forecasting based on dynamic adaptive and adversarial graph convolutional networks,"Liu, J.; Dong, S.; Zhang, P.; Li, T.; Peng, C.; Hu, Z.",2024,0,General
Anomalous Traffic Detection Method for Power Internet of Things Based on Graph Neural Networks,"Liu, C.; Zhao, J.; Song, Z.; Dong, Y.; IEEE",2023,0,General
Electric Load Forecasting for Individual Households via Spatial-temporal Knowledge Distillation,"Lin, W.; Wu, D.; Jenkin, M.",2024,0,General
Residential Electric Load Forecasting via Attentive Transfer of Graph Neural Networks,"Lin, W.; Wu, D.; International Joint Conferences on Artifical Intelligence (IJCAI)",2021,0,General
Spatiotemporal Graph Convolutional Neural Network-Based Forecasting-Aided State Estimation Using Synchrophasors,"Lin, J.; Tu, M.; Hong, H.; Lu, C.; Song, W.",2024,0,General
Transient Stability Analysis of AC-DC Hybrid Power Grid under Topology Changes Based on Deep Learning,"Lin, H.; Chen, Z.; Chen, J.; Chen, W.; Guangdong University of Technology; IEEE; IEEE PES; South China University of Technology; University of Electronic Science and Technology of China",2022,0,General
Emergency Control of Power Grid under Topology Changes Based on Graph Reinforcement Learning,"Lin, H.; Chen, J.; Chen, W.; Chen, Z.; Guangdong University of Technology; IEEE; IEEE PES; South China University of Technology; University of Electronic Science and Technology of China",2022,0,General
Electricity Theft Detection Using Euclidean and Graph Convolutional Neural Networks,"Liao, W.; Yang, Z.; Liu, K.; Zhang, B.; Chen, X.; Song, R.",2023,0,General
Ultra-short-term Interval Prediction of Wind Power Based on Graph Neural Network and Improved Bootstrap Technique,"Liao, W.; Wang, S.; Bak-Jensen, B.; Pillai, J.R.; Yang, Z.; Liu, K.",2023,0,General
Short-term power prediction for renewable energy using hybrid graph convolutional network and long short-term memory approach,"Liao, W.; Bak-Jensen, B.; Pillai, J.R.; Yang, Z.; Liu, K.",2022,0,General
A Data and Model-Driven Deep Learning Approach to Robust Downlink Beamforming Optimization,"Liang, K.; Zheng, G.; Li, Z.; Wong, K.; Chae, C.",2024,0,General
Graph-based detection for false data injection attacks in power grid,"Li, X.; Wang, Y.; Lu, Z.",2023,0,General
Detection of false data injection attack in power grid based on spatial-temporal transformer network,"Li, X.; Hu, L.; Lu, Z.",2024,0,General
Research on smart grid management and security guarantee of sports stadiums based on GCNN-GRU and self-attention mechanism,"Li, S.",2023,0,General
Triplet-aware graph neural networks for factorized multi-modal knowledge graph entity alignment,"Li, Q.; Li, J.; Wu, J.; Peng, X.; Ji, C.; Peng, H.; Wang, L.; Yu, P.S.",2024,0,General
Graph Convolution Networks-Based Island Partition for Energy and Information Coupled Active Distribution Systems,"Li, Q.; Dai, S.; Li, X.; Li, W.; Sun, W.",2021,0,General
An Entity Alignment Method Integrating Dual Entity Classification and Graph Attention Networks in Power Domain,"Li, P.; Huang, W.; Liang, L.; Liang, Y.; Dai, Z.; Hou, J.; Wang, X.; Chen, X.; Chinese Society for Electrical Engineering; IEEE Power and Energy Society; State Grid Corporation of China",2023,0,General
A Data-Driven Method for Power System Emergency Control to Improve Short-Term Voltage Stability,"Li, M.; Lin, Z.; Lin, Y.; Tang, Y.; Jiang, C.; Liu, C.; Shao, Z.",2023,0,General
Forced oscillation location based on temporal graph convolutional network,"Li, L.; Wang, B.; Liu, S.; Li, J.; Teng, S.; Liu, D.; Peng, X.; Feng, S.",2023,0,General
Uncertainty quantification and aerodynamic robust optimization of turbomachinery based on graph learning methods,"Li, J.; Liu, T.; Zhu, G.; Li, Y.; Xie, Y.",2023,0,General
A Spatiotemporal Coupling Calculation-Based Short-Term Wind Farm Cluster Power Prediction Method,"Li, H.; Liu, L.; He, Q.",2023,0,General
Short-Term Wind Power Forecasting for Multiple Farms with Alternating Temporal and Graph Convolutional Networks,"Li, G.; Che, J.; Liu, D.; IEEE; IEEE Power and Energy Society (PES); Science and Engineering Institute (SCIEI)",2023,0,General
An adaptive spatiotemporal fusion graph neural network for short-term power forecasting of multiple wind farms,"Li, D.; Yang, F.; Miao, S.; Gan, Y.; Yang, B.; Zhang, Y.",2023,0,General
Twin Data Correlation Analysis Based on GCN-LSTM model and Its Sharing with Blockchain Technology,"Li, C.; Zhang, Q.; Chen, L.; Qiu, Y.; Zhao, B.",2023,0,General
Low Carbon Economy Optimal Dispatching Strategy for a Power System Based on GCN Classification,"Li, C.; Yin, X.; Zhao, H.; Li, X.; Shen, H.; Qi, L.",2023,0,General
A BROADBAND OSCILLATION SOURCE LOCATION METHOD BASED ON LSTM VARIATIONAL AUTOENCODER AND GRAPH CONVOLUTIONAL NEURAL NETWORK,"Li, C.; Wang, Y.; Zheng, Z.",2023,0,General
Spatio-Temporal Missing Data Imputation for Smart Power Grids,"Kuppannagari, S.R.; Fu, Y.; Chueng, C.M.; Prasanna, V.K.; ACM SIGEnergy",2021,0,General
Near Real-Time Distributed State Estimation via AI/ML-Empowered 5G Networks,"Kundacina, O.; Forcan, M.; Cosovic, M.; Raca, D.; Dzaferagic, M.; Miskovic, D.; Maksimovic, M.; Vukobratovic, D.",2022,0,General
"Graph neural networks on factor graphs for robust, fast, and scalable linear state estimation with PMUs","Kundacina, O.; Cosovic, M.; Miskovic, D.; Vukobratovic, D.",2023,0,General
Flexible renewable energy planning based on multi-step forecasting of interregional electricity supply and demand: Graph-enhanced AI approach,"Kim, S.; Heo, S.; Nam, K.; Woo, T.; Yoo, C.",2023,0,General
Three-Phase Inverter Dynamics Predictions Using GNN-based Regression Model,"Khamis, A.K.; Agamy, M.; Comsol; Delta; et al.; Hitachi; John Deere; Oak Ridge National Laboratory",2023,0,General
Asynchronous Traveling Wave-based Distribution System Protection with Graph Neural Networks,"Jimenez-Aparicio, M.; Reno, M.J.; Wilches-Bernal, F.; Burns and McDonnell; Imperix",2022,0,General
"Embedded, Real-Time, and Distributed Traveling Wave Fault Location Method Using Graph Convolutional Neural Networks","Jiménez-Aparicio, M.; Hernández-Alvidrez, J.; Montoya, A.Y.; Reno, M.J.",2022,0,General
A Graph Neural Network Based Deep Learning Predictor for Spatio-Temporal Group Solar Irradiance Forecasting,"Jiao, X.; Li, X.; Lin, D.; Xiao, W.",2022,0,General
Applicability analysis of transformer to wind speed forecasting by a novel deep learning framework with multiple atmospheric variables,"Jiang, W.; Liu, B.; Liang, Y.; Gao, H.; Lin, P.; Zhang, D.; Hu, G.",2024,0,General
Short-Term Wind Power Output Prediction Based on Temporal Graph Convolutional Networks,"Ji, X.; Li, Z.; Jiang, X.; Yang, D.; Shandong University; Tsinghua University",2022,0,General
Graph Neural Network Based Prediction of Data Traffic in Cyber-Physical Smart Power Grids,"Islam, M.A.; Ismail, M.; Boyaci, O.; Atat, R.; Shannigrahi, S.",2022,0,General
Proactive Routing Strategy in SDN-Based Smart Power Grids Using Graph Neural Network and Reinforcement Learning,"Islam, M.A.; Ismail, M.; Atat, R.; Boyaci, O.; Shannigrahi, S.",2023,0,General
Anomaly detection in smart grid using a trace-based graph deep learning model,"Ida Evangeline, S.; Darwin, S.; Peter Anandkumar, P.; Chithambara Thanu, M.",2024,0,General
AWL-GCN: Branch Parameter Identification Considering Grid Spatial Structure Constraints,"Huang, Z.; Xia, M.; Lu, M.; Pan, L.; Liu, J.",2023,0,General
Risk-averse stochastic dynamic power dispatch based on deep reinforcement learning with risk-oriented Graph-Gan sampling,"Huang, W.; Dai, Z.; Hou, J.; Liang, L.; Chen, Y.; Chen, Z.; Pan, Z.",2023,0,General
Spatial-Temporal-Correlation Multi-Feature-based Project Engineering and Prediction in Smart Grid,"Huang, S.; Peng, G.; Zhang, Y.; Zhao, J.; Zhu, K.; Zhang, H.; Wang, X.; IEEE; IEEE Computer Society",2021,0,General
Safety analysis of new power system based on graph convolutional neural network evaluation,"Huang, J.; Wu, F.; Li, Y.; Qian, J.; Yang, Y.; Yao, W.; IEEE",2023,0,General
A deep learning scheme for transient stability assessment in power system with a hierarchical dynamic graph pooling method,"Huang, J.; Guan, L.; Chen, Y.; Zhu, S.; Chen, L.; Yu, J.",2022,0,General
GCN-LSTM spatiotemporal-network-based method for post-disturbance frequency prediction of power systems,"Huang, D.; Liu, H.; Bi, T.; Yang, Q.",2022,0,General
Multidimensional Feature-Based Graph Attention Networks and Dynamic Learning for Electricity Load Forecasting,"Huang, C.; Du, N.; He, J.; Li, N.; Feng, Y.; Cai, W.",2023,0,General
Time Series Anomaly Detection Based on Graph Convolutional Networks,"Hu, Z.; Wu, T.; Zhang, Y.; Li, J.; Jiang, L.",2020,0,General
Wind Power Forecasting Based on Adaptive Spatio-Temporal Graph Neural Network,"Hu, N.; Wang, G.; Yang, Y.; IEEE; Lanzhou Jiaotong University; School of New Energy and Power Engineering",2023,0,General
Knowledge reasoning in power grid infrastructure projects based on deep multi-view graph convolutional network,"Hu, J.; Xu, G.; Qi, L.; Qie, X.",2023,0,General
Graph Convolutional Neural Networks for Optimal Load Shedding under Line Contingency,"Kim, Cheolmin; Kim, Kibaek; Balaprakash, Prasanna; Anitescu, Mihai",2019,0,General
Fault Detection and Isolation in Industrial Networks using Graph Convolutional Neural Networks,"Khorasgani, Hamed; Hasanzadeh, Arman; Farahat, Ahmed; Gupta, Chetan",2019,0,General
Spatio-Temporal Graph Deep Neural Network for Short-Term Wind Speed Forecasting,"Khodayar, Mahdi; Wang, Jianhui",2019,0,General
Convolutional Graph Autoencoder: A Generative Deep Neural Network for Probabilistic Spatio-Temporal Solar Irradiance Forecasting,"Khodayar, Mahdi; Mohammadi, Saeed; Khodayar, Mohammad E.; Wang, Jianhui; Liu, Guangyi",2020,0,General
Federated Learning Based Distributed Localization of False Data Injection Attacks on Smart Grids,"Keçeci, Cihat; Davis, Katherine R.; Serpedin, Erchin",2023,0,General
Spatiotemporal Graph Neural Network for Performance Prediction of Photovoltaic Power Systems,"Karimi, Ahmad Maroof; Wu, Yinghui; Koyuturk, Mehmet; French, Roger H.",2021,0,General
A Physics-Informed Graph Attention-based Approach for Power Flow Analysis,"Jeddi, Ashkan B.; Shafieezadeh, Abdollah",2021,0,General
High Impedance Fault Detection in Electrical Power Feeder by Wavelet and GNN,"Jamil, Majid; Sharma, Rajveer Singh and S. K.",2015,0,General
Fault Diagnostics in Shipboard Power Systems using Graph Neural Networks,"Jacob, Roshni Anna; Senemmar, Soroush; Zhang, Jie",2021,0,General
Software-Defined Networking-Based Resilient Proactive Routing in Smart Grids Using Graph Neural Networks and Deep Q-Networks,"Islam, Md Aminul; Atat, Rachad; Ismail, Muhammad",2024,0,General
Deep Spatio-Temporal Forecasting of Electrical Vehicle Charging Demand,"Hüttel, Frederik Boe; Peled, Inon; Rodrigues, Filipe; Pereira, Francisco C.",2021,0,General
Non-intrusive power load decomposition method based on message passing graph neural network,"Huangfu, Hancong; Wang, Yongcai; Guan, Zhaoxiong",2024,0,General
Gated spatial-temporal graph neural network based short-term load forecasting for wide-area multiple buses,"Huang, Nantian; Wang, Shengyuan; Wang, Rijun; Cai, Guowei; Liu, Yang; Dai, Qianbin",2023,0,General
Recurrent Graph Convolutional Network-Based Multi-Task Transient Stability Assessment Framework in Power System,"Huang, Jiyu; Guan, Lin; Su, Yinsheng; Yao, Haicheng; Guo, Mengxuan; Zhong, Zhi",2020,0,General
GNN4GC—Graph Neural Networks for Grid Control,"Hosseini, Ilia; Dietz, Thomas",2024,0,General
State Estimation in Smart Grids Using Temporal Graph Convolution Networks,"Hossain, Md Jakir; Rahnamay-Naeini, Mahshid",2021,0,General
Graph Reinforcement Learning in Power Grids: A Survey,"Hassouna, Mohamed; Holzhüter, Clara; Lytaev, Pawel; Thomas, Josephine; Sick, Bernhard; Scholz, Christoph",2024,0,General
Power Flow Balancing With Decentralized Graph Neural Networks,"Hansen, Jonas Berg; Anfinsen, Stian Normann; Bianchi, Filippo Maria",2023,0,General
Abnormal Electricity Consumption Behavior Identifying Method with Multiple Types of Users Based on Bo-Gcn,"Han, Xiaojuan; Li, Haoyu; Xu, Minglu; He, Ziliang; Li, Bin",2024,0,General
Graph machine learning for predicting wake interaction losses based on SCADA data,"Hammer, Florian; Helbig, Nora; Losinger, Thomas; Barber, Sarah",2023,0,General
Graph Neural Networks for Voltage Stability Margins With Topology Flexibilities,"Guddanti, Kishan Prudhvi; Weng, Yang; Marot, Antoine; Donnot, Benjamin; Panciatici, Patrick",2023,0,General
OPF-HGNN: Generalizable Heterogeneous Graph Neural Networks for AC Optimal Power Flow,"Ghamizi, Salah; Ma, Aoxiang; Cao, Jun; Rodriguez Cortes, Pedro",2024,0,General
Physics Embedded Graph Convolution Neural Network for Power Flow Calculation Considering Uncertain Injections and Topology,"Gao, Maosheng; Yu, Juan; Yang, Zhifang; Zhao, Junbo",2024,0,General
A Topology-Guided Learning Framework for Security-Constraint Unit Commitment,"Gao, Liqian; Fang, Jiakun; Ai, Xiaomeng; Wei, Lishen; Cui, Shichang; Yao, Wei; Wen, Jinyu",2024,0,General
Leveraging Power Grid Topology in Machine Learning Assisted Optimal Power Flow,"Falconer, Thomas; Mones, Letif",2023,0,General
Neural networks for power flow: Graph neural solver,"Donon, Balthazar; Clément, Rémy; Donnot, Benjamin; Marot, Antoine; Guyon, Isabelle; Schoenauer, Marc",2020,0,General
Residential Power Forecasting Using Load Identification and Graph Spectral Clustering,"Dinesh, Chinthaka; Makonin, Stephen; Bajic, Ivan V.",2019,0,General
Fault localization method for power distribution systems based on gated graph neural networks,"de Freitas, Jonas Teixeira; Coelho, Frederico Gualberto Ferreira",2021,0,General
Mitigating Cascading Effects in Large Adversarial Graph Environments,"Cunningham, James D.; Tucker, Conrad S.",2024,0,General
IR-Aware ECO Timing Optimization Using Reinforcement Learning,"Chhabria, Vidya A.; Jiang, Wenjing; Sapatnekar, Sachin S.",2024,0,General
Nonintrusive load disaggregation by fusion of graph signal processing and CNN,"Chen, Zhigang; Peng, Haotian; Su, Yongxin",2024,0,General
Fault Location in Power Distribution Systems via Deep Graph Convolutional Networks,"Chen, Kunjin; Hu, Jun; Zhang, Yu; Yu, Zhanqing; He, Jinliang",2020,0,General
Powerformer: A Section-Adaptive Transformer for Power Flow Adjustment,"Chen, Kaixuan; Luo, Wei; Liu, Shunyu; Wei, Yaoquan; Zhou, Yihe; Qing, Yunpeng; Zhang, Quan; Wang, Yong; Song, Jie; Song, Mingli",2024,0,General
A Heterogeneous Graph-Based Multi-Task Learning for Fault Event Diagnosis in Smart Grid,"Chanda, Dibaloke; Soltani, Nasim Yahya",2023,0,General
Reliability Evaluation of Park-Level Electricity-Hydrogen Systems Using Explainable Graph Neural Network,"Cao, Binrui; Wu, Xiong; Wang, Xiuli",2024,0,General
Infinite Impulse Response Graph Neural Networks for Cyberattack Localization in Smart Grids,"Boyaci, Osman; Narimani, M. Rasoul; Davis, Katherine; Serpedin, Erchin",2022,0,General
Wind Park Power Prediction: Attention-Based Graph Networks and Deep Learning to Capture Wake Losses,"Bentsen, Lars Ødegaard; Warakagoda, Narada Dilp; Stenbro, Roy; Engelstad, Paal",2022,0,General
Sustainable energy: Advancing wind power forecasting with grey wolf optimization and GRU models,"Al-Ibraheemi, Zainab; Al-Janabi, Samaher",2024,0,General
Advancing the MILP-Based Load Restoration with Graph Neural Networks,"Ahmed, Shihab; Sun, Wei",2024,0,General
Graph Neural Network for Power Flow Considering Line and Generator Contingencies,"Aboutalebi Zonouz, Mirkarim; Tarafdar Hagh, Mehrdad",,0,General
Topology-Aware Reinforcement Learning for Tertiary Voltage Control,"Donon, Balthazar; Cubelier, François; Karangelos, Efthymios; Wehenkel, Louis; Crochepierre, Laure; Pache, Camille; Saludjian, Lucas; Panciatici, Patrick",2024,0,General
Forecasting Electricity Prices: An Optimize Then Predict-Based Approach,"Tschora, Léonard; Pierre, Erwan; Plantevit, Marc; Robardet, Céline",2023,0,General
Graph Computing Based Knowledge Reasoning in Electric Power System Considering Knowledge Graph Sparsity,"Tianjiao, PU; Yuanpeng, TAN; Zhenyuan, MA; Jiannan, XU",,0,General
Graph Neural Networks for Electric and Hydraulic Data Fusion to Enhance Short-term Forecasting of Pumped-storage Hydroelectricity,"Theiler, Raffael; Fink, Olga",2024,0,General
Graphdeformer: A Spatio-Temporal Model Integrating Graph Neural Network and Transformer for Wind Power Forecasting,"Teng, Jing; Jiang, Yajun; Shi, Ruifeng",2024,0,General
Spatio-temporal Graph-Based Generation and Detection of Adversarial False Data Injection Evasion Attacks in Smart Grids,"Takiddin, Abdulrahman; Ismail, Muhammad; Atat, Rachad; Serpedin, Erchin",2024,0,General
Multi-fidelity Graph Neural Networks for Efficient Power Flow Analysis under High-Dimensional Demand and Renewable Generation Uncertainty,"Taghizadeh, Mehdi; Khayambashi, Kamiar; Hasnat, Md Abul; Alemazkoor, Negin",2024,0,General
Graph Convolutional Neural Networks for Optimal Power Flow Locational Marginal Price,"Surani, Adrian-Petru; Sahetiya, Rahul",2023,0,General
Learning Assisted Optimal Scheduling of Integrated Gas and Electricity Networks Under High Penetration of Renewable Energy,"Sun, Xianzhuo; Bai, Runze; Zhang, Wen; Qiu, Jing; Tao, Yuechuan; Lai, Shuying",2024,0,General
The whole process control algorithm of inflatable dustproof shed construction in substation engineering based on graph neural network,"Song, Kun; Li, Shuai; Zhang, Ou; Wu, Xuefeng; Jiang, Xue",2024,0,General
Visualizing graph neural networks in order to learn general concepts in power systems,"Solheim, Øystein Rognes; Presthus, Gunnhild Svandal; Høverstad, Boye Annfelt; Korpås, Magnus",2024,0,General
Spatio-Temporal Graph Neural Networks for Multi-Site PV Power Forecasting,"Simeunovic, Jelena; Schubnel, Baptiste; Alet, Pierre-Jean; Carrillo, Rafael E.",2022,0,General
COMBINING PHYSICS AND MACHINE LEARNING FOR NETWORK FLOW ESTIMATION,"Silva, Arlei; Kocayusufoglu, Furkan; Jafarpour, Saber; Bullo, Francesco; Swami, Ananthram; Singh, Ambuj",2021,0,General
An Enhanced Fault Localization Method in Distribution Network Using Graph Neural Network,"Shang, Jun; Qiu, Zhen; Gao, Mingwei; Li, Jinsheng",2024,0,General
Smartformer: Graph-Based Transformer Model for Energy Load Forecasting,"Saeed, Faisal; Rehman, Abdul; Shah, Hasnain Ali; Diyan, Muhammad; Jie, Chen; Kang, Jae-Mo",2024,0,General
Power to the Relational Inductive Bias: Graph Neural Networks in Electrical Power Grids,"Ringsquandl, Martin; Sellami, Houssem; Hildebrandt, Marcel; Beyer, Dagmar; Henselmeyer, Sylwia; Weber, Sebastian; Joblin, Mitchell",2021,0,General
Spectral Graph Analysis of the Geometry of Power Flows in Transmission Networks,"Retiere, Nicolas; Ha, Dinh Truc; Caputo, Jean-Guy",2020,0,General
Spatio-Temporal Deep Learning-Assisted Reduced Security-Constrained Unit Commitment,"Ramesh, Arun Venkatesh; Li, Xingpeng",2024,0,General
Solve Large-scale Unit Commitment Problems by Physics-informed Graph Learning,"Qin, Jingtao; Yu, Nanpeng",2023,0,General
Reconfigure Distribution Network with Physics-informed Graph Neural Network,"Qin, Jingtao; Yu, Nanpeng",2023,0,General
Dgmscl: A Dynamic Graph Mixed Supervised Contrastive Learning Approach for Class Imbalanced Multivariate Time Series Classification,"Qian, Lipeng; Zuo, Qiong; Li, Dahu; Zhu, Hong",2024,0,General
Reduced Optimal Power Flow Using Graph Neural Network,"Pham, Thuan; Li, Xingpeng",2022,0,General
Dynamic Fault Characteristics Evaluation in Power Grid,"Pei, Hao; Lin, Si; Li, Chuanfu; Wang, Che; Chen, Haoming; Li, Sizhe",,0,General
Confidence-Aware Graph Neural Networks for Learning Reliability Assessment Commitments,"Park, Seonho; Chen, Wenbo; Han, Dahye; Tanneau, Mathieu; Van Hentenryck, Pascal",2024,0,General
Physics-induced graph neural network: An application to wind-farm power estimation,"Park, Junyoung; Park, Jinkyoo",2019,0,General
M-Dcatdgn: Enhancing Load Demand Forecasting with an Adaptive Dynamic Graph Neural Network,"Pan, Sheng; Jiang, He; Shu, Tong; Dong, Yao; Wang, Jianzhou",2024,0,General
Optimal Power Flow Using Graph Neural Networks,"Owerko, Damian; Gama, Fernando; Ribeiro, Alejandro",2020,0,General
Predicting Power Outages Using Graph Neural Networks,"Owerko, Damian; Gama, Fernando; Ribeiro, Alejandro",2018,0,General
Spatial-Temporal Recurrent Graph Neural Networks for Fault Diagnostics in Power Distribution Systems,"Nguyen, Bang L. H.; Vu, Tuyen V.; Nguyen, Thai-Thanh; Panwar, Mayank; Hovsapian, Rob",2023,0,General
Predicting basin stability of power grids using graph neural networks,"Nauck, Christian; Lindner, Michael; Schürholt, Konstantin; Zhang, Haoming; Schultz, Paul; Kurths, Jürgen; Isenhardt, Ingrid; Hellmann, Frank",2022,0,General
Predicting Instability in Complex Oscillator Networks: Limitations and Potentials of Network Measures and Machine Learning,"Nauck, Christian; Lindner, Michael; Molkenthin, Nora; Kurths, Jürgen; Schöll, Eckehard; Raisch, Jörg; Hellmann, Frank",2024,0,General
Dirac--Bianconi Graph Neural Networks -- Enabling Non-Diffusive Long-Range Graph Predictions,"Nauck, Christian; Gorantla, Rohan; Lindner, Michael; Schürholt, Konstantin; Mey, Antonia S. J. S.; Hellmann, Frank",2024,0,General
Time-Synchronized State Estimation Using Graph Neural Networks in Presence of Topology Changes,"Moshtagh, Shiva; Sifat, Anwarul Islam; Azimian, Behrouz; Pal, Anamitra",2023,0,General
Identifying critical nodes in the power grid via deep learning methods,"Min, Z.; Zesan, L.; Chenghua, F.; Aijun, W.; Zhenya, W.; Wenjuan, Z.",2024,0,General
Intelligent Auxiliary Operation and Maintenance System of Power Communication Network based on Knowledge Graph,"Miao, Weiwei; Wu, Haiyang; Chen, Peng; Jing, Jiangping",2020,0,General
Multi-area short-term load forecasting based on spatiotemporal graph neural network,"Lv, Yunlong; Wang, Li; Long, Dunhua; Hu, Qin; Hu, Ziyuan",2024,0,General
Fault Prediction and Classification of Large-Scale Substation Equipment Based on Neural Network,"Luo, Chuansheng",2024,0,General
Graph Neural Network Power Flow Solver for Dynamical Electrical Networks,"Lopez-Garcia, Tania B.; Dominguez-Navarro, Jose Antonio",2022,0,General
